Title,Studio,Domestic_Gross,Foreign_Gross,Year,Runtime_Minutes,Main_Genres,Average_Rating,Num_Votes,Total_gross
Detective K: Secret of the Living Dead,WGUSA,104000.0,18500000.0,2018,120.0,Comedy,6.1,269,18604000.0
The Wife,SPC,9600000.0,8600000.0,2018,99.0,Drama,7.2,24955,18200000.0
Hell Fest,LGF,11100000.0,7100000.0,2018,89.0,Horror,5.5,8662,18200000.0
Chappaquiddick,ENTMP,17400000.0,591000.0,2018,106.0,Drama,6.5,9560,17991000.0
The Children Act,A24,548000.0,17000000.0,2018,105.0,Drama,6.7,7289,17548000.0
Unfriended: Dark Web,BH Tilt,8900000.0,6300000.0,2018,92.0,Crime,5.9,13822,15200000.0
Upgrade,BH Tilt,12000000.0,2400000.0,2018,100.0,Action,7.6,104978,14400000.0
Unsane,BST,7700000.0,6600000.0,2018,98.0,Drama,6.4,32049,14300000.0
The Sisters Brothers,Annapurna,3100000.0,10000000.0,2018,122.0,Adventure,7.0,32135,13100000.0
Welcome to Marwen,Uni.,10800000.0,2100000.0,2018,116.0,Biography,6.1,8920,12900000.0
Hotel Artemis,Global Road,6700000.0,6000000.0,2018,94.0,Action,6.1,30586,12700000.0
Marrowbone,Magn.,1400.0,12300000.0,2018,110.0,Drama,6.6,16579,12301400.0
102 Not Out,Sony,1300000.0,10900000.0,2018,102.0,Comedy,7.5,4802,12200000.0
Boy Erased,Focus,6800000.0,5000000.0,2018,115.0,Biography,7.0,18768,11800000.0
Back to Burgundy,MBox,258000.0,11400000.0,2018,113.0,Comedy,6.9,3105,11658000.0
The Bookshop,Greenwich,1600000.0,9900000.0,2018,113.0,Drama,6.5,8018,11500000.0
Gringo,STX,5000000.0,6000000.0,2018,111.0,Action,6.1,21279,11000000.0
Gringo,STX,5000000.0,6000000.0,2018,80.0,Drama,4.4,10,11000000.0
Golden Slumber,CJ,94500.0,10600000.0,2018,139.0,Action,7.1,907,10694500.0
Golden Slumber,CJ,94500.0,10600000.0,2018,108.0,Action,5.9,384,10694500.0
Kin,LGF,5700000.0,4300000.0,2018,45.0,Drama,8.6,46,10000000.0
Kin,LGF,5700000.0,4300000.0,2018,102.0,Action,5.7,9048,10000000.0
Traffik,LGF,9200000.0,336000.0,2018,96.0,Action,6.0,16662,9536000.0
7 Days in Entebbe,Focus,3300000.0,5400000.0,2018,107.0,Action,5.8,10441,8700000.0
Suspiria,Amazon,2500000.0,5400000.0,2018,152.0,Fantasy,6.8,37360,7900000.0
Disobedience,BST,3500000.0,4400000.0,2018,114.0,Drama,6.6,18531,7900000.0
Beirut,BST,5000000.0,2500000.0,2018,109.0,Drama,6.4,14988,7500000.0
Return of the Hero,Distrib.,37100.0,7300000.0,2018,90.0,Comedy,6.4,2196,7337100.0
Soorma,Sony,390000.0,6200000.0,2018,131.0,Biography,7.4,3606,6590000.0
Destroyer,Annapurna,1500000.0,4000000.0,2018,121.0,Action,6.2,13683,5500000.0
Madame,Blue Fox,91000.0,5300000.0,2018,91.0,Comedy,6.1,4797,5391000.0
Blindspotting,LG/S,4300000.0,530000.0,2018,95.0,Comedy,7.4,17165,4830000.0
The Mercy,Scre.,29500.0,4200000.0,2018,112.0,Adventure,6.0,5457,4229500.0
A Private War,Aviron,1600000.0,2200000.0,2018,110.0,Biography,6.7,9882,3800000.0
Gauguin: Voyage to Tahiti,Cohen,200000.0,3100000.0,2018,102.0,Biography,5.9,1182,3300000.0
The Front Runner,Sony,2000000.0,1200000.0,2018,113.0,Biography,6.2,6372,3200000.0
Wildlife,IFC,1100000.0,2000000.0,2018,115.0,Drama,6.8,12,3100000.0
Wildlife,IFC,1100000.0,2000000.0,2018,105.0,Drama,6.9,14146,3100000.0
Bilal: A New Breed of Hero,VE,491000.0,1700000.0,2018,105.0,Action,8.0,16854,2191000.0
I Still See You,LGF,1400.0,1500000.0,2018,98.0,Fantasy,5.7,5010,1501400.0
The Catcher Was a Spy,IFC,725000.0,229000.0,2018,98.0,Biography,6.2,4653,954000.0
Time Freak,Grindstone,10000.0,256000.0,2018,104.0,Comedy,5.7,3455,266000.0
Antonio Lopez 1970: Sex Fashion & Disco,FM,43200.0,30000.0,2018,95.0,Biography,6.5,102,73200.0
